Nombre Propiedad,Precio,Dormitorios,Baños,Metros Cuadrados,Dirección
Dpto 2b/2b Con Estacionamiento Cerca  Metro,$700.000,2 dormitorios,2 baños,70 m² totales,"Irarrazaval 2242, Metro Ñuñoa, Ñuñ..."
Arriendo Departamento En Edificio America San Bernardo,$500.000,2 dormitorios,2 baños,60 m² útiles,"América 755, Plaza De Armas De San..."
Departamento En Arriendo De 4 Dorm. Las Condes Gran Vista,UF43,4 dormitorios,4 baños,150 m² útiles,"Flor De Azucena / Metro Manquehue,..."
"Departamento En Arriendo Con Vista Despejada, Plaz...",$650.000,1 dormitorio,1 baño,49 m² útiles,"Providencia, Pedro De Valdivia"
Departamento En Arriendo En Providencia,$1.060.000,4 dormitorios,3 baños,98 m² útiles,"Suecia, Los Leones, Providencia"
Departamento En Arriendo Con Excelente Distribució...,$630.000,2 dormitorios,2 baños,75 m² útiles,"Torre C, Salvador, Providencia"
"Arriendo: Atractivo Dpto Nuevo De 1d, Santa Rosa 250, Santia",$300.000,1 dormitorio,1 baño,31 m² útiles,"Santa Rosa 250, Santa Isabel, Sant..."
"Disfruta La Brisa Marina De Papudo Todo El Año, Ar...",$630.000,2 dormitorios,2 baños,70 m² útiles,"Petorca, Punta Puyai, Papudo"
Departamento En Arriendo En Costa De Montemar. Con...,$750.000,3 dormitorios,2 baños,80 m² útiles,"Concón, Higuerillas"
Stg Ac82a Depto 2d1b1e1bo Pleno Centro Santa Isabel Con Lira,$450.000,2 dormitorios,1 baño,50 m² útiles,"Lira 570, Santa Isabel, Santiago"
"Arriendo Departamento 3 Dormitorios 1 Baño, Metro Franklin.",$369.000,3 dormitorios,1 baño,46 m² útiles,"Placer 1156, Franklin - Biobío, Sa..."
Antiguo Y Hermoso Depto Remodelado Frente Al Mall,$520.000,1 dormitorio,1 baño,35 m² útiles,"Bilbao 2000, Centro De Antofagasta..."
Se Arrienda Depto De 2 Dormitorios 2 Baños Con Bodega Y Esta,$560.000,2 dormitorios,2 baños,50 m² útiles,"Santa Cristina 3148, Escuela Agríc..."
Departamento En Arriendo De 4 Dorm. En Vitacura,UF47,4 dormitorios,3 baños,118 m² útiles,"Lo Matta, La Llavería, Vitacura"
Arrienda Departamento 3d+1b Excelente Ubicación Metro San Mi,$460.000,3 dormitorios,1 baño,55 m² útiles,"Berlin 843, Lo Vial, San Miguel"
Departamento En Arriendo Con Gastos Comunes Inclui...,$450.000,1 dormitorio,1 baño,32 m² útiles,Concón
"Se Arrienda Home Studio, En Independencia - Jadu Propiedades",$290.000,1 baño,30 m² útiles,No disponible,"Santos Dumont 1080, Hospitales, In..."
Arriendo Departamento 3 Dormitorios - Antu,$400.000,3 dormitorios,1 baño,55 m² útiles,"Lumen Con Tres Norte, Avenida Lume..."
Departamento 2 Dormitorios 1 Baño En Sector Plaza Ñuñoa - An,UF16,2 dormitorios,1 baño,51 m² útiles,"Los Talaveras 45, Plaza Ñuñoa, Ñuñ..."
Finster Arrienda  Lindo Departamento Quilpué 3 Dormitorios,$300.000,3 dormitorios,1 baño,57 m² útiles,"Lago Las Torres, Los Pinos, Quilpué"
Looff Prop Arrienda Dpto Colegio Manquehue 4d /3b /1bod /1es,$1.400.000,4 dormitorios,3 baños,140 m² útiles,"Del Mirador  2255, La Llavería, Vi..."
Acogedor Departamento De 3d 2b Estacionamiento - Metro Lagun,$620.000,3 dormitorios,2 baños,85 m² útiles,"Laguna Sur 7410, Laguna Sur, Pudah..."
"Gestimob Arrienda  Departamento, Estilo Mariposa  A Pasos Me",$550.000,2 dormitorios,2 baños,58 m² totales,"Vicuña Mackena1194, Parque San Eug..."
Departamento 3d 1b En Metro San Miguel - Antu,$500.000,3 dormitorios,1 baño,66 m² útiles,"Curiñanca 869, El Llano, San Miguel"
Sector Luis Carrera/las Hualtatas,UF45,3 dormitorios,2 baños,140 m² útiles,"Vitacura, Pío Xi"
Departamento En Arriendo En Las Condes,UF16,1 dormitorio,1 baño,43 m² útiles,"Fray Montalva / Av. Las Condes, Ma..."
Looff Prop Arrienda Dpto 1d/ 1b/ 1 Bod/ 1 Est. Metro Toesca,$330.000,1 dormitorio,1 baño,30 m² útiles,"Almirante Latorre 498, Ejército - ..."
Acogedor Departamento Estudio  Santiago- Metro Santa Ana - L,$265.000,1 dormitorio,1 baño,35 m² útiles,"Catedral 1885, Barrio Brasil, Sant..."
"Oportunidad, 3d Grandes, Arriendo Sin Comision",$395.000,3 dormitorios,2 baños,80 m² útiles,"Av. Ricardo Cumming 394, Barrio Yu..."
Home Studio A Estrenar Metro Rondizzoni,$295.000,1 baño,30 m² totales,No disponible,"Av. Rondizzoni 2030, Parque O'higg..."
¡oportunidad! Se Arrienda Hermoso Departamento Con Vista Al,$580.000,3 dormitorios,2 baños,1 m² totales,"Playa La Boca, Concón"
Depto 1 Dorm 1 Baño Y Bodega A 2 Cuadras Del Metro - Nuevo H,$268.000,1 dormitorio,1 baño,34 m² útiles,"Santa Rosa 835, San Diego, Santiago"
En Arriendo Departamento Tipo Estudio - Metro Parque Almagro,US$300.000,1 baño,25 m² útiles,No disponible,"Calle Cóndor 1152, Parque Almagro,..."
Depto Studio 1 Ambiente + Estac + Bodega Metro Ñuñoa - Himal,$380.000,1 baño,27 m² útiles,No disponible,Irarrazabal Con Carmen Covarrubias...
Dpto 2 Hab + 1 Baño Estacion Central Las Rejas - Himalaya Pr,$300.000,2 dormitorios,1 baño,38 m² útiles,"Metro Las Rejas, Metro Las Rejas, ..."
Departamento En Arriendo De 1 Dorm. En Ñuñoa,$390.000,1 dormitorio,1 baño,35 m² útiles,"Mujica / Bustamante, Metro Irarráz..."
Arrendamos Estudio En Irarrázaval Cercano Metro Monseñor Eyz,$330.000,1 dormitorio,1 baño,28 m² útiles,"Av Irarrazaval 1989, Metro Monseño..."
Super Rebajado Sin Comisión Hermoso Departamento Stgo Centro,$200.000,1 dormitorio,1 baño,35 m² útiles,"Cóndor 1394, Parque Almagro, Santi..."
"R Del Rio Propiedades - Arriendo Depto. Lord Cochrane , Jz 5",$250.000,1 baño,28 m² útiles,No disponible,"Lord Cochrane - Tarapacá, Bulnes, ..."
"Oportunidad! Lindo, Super Amplio, Luminoso Dpto 2d, 1.5b, 85",$650.000,3 dormitorios,3 baños,140 m² útiles,"Moneda Con Tucapel, Centro Históri..."
"50% Rebajado! Nuevo Briones Luco 1d1b + Terraza, La Cisterna",$150.000,1 dormitorio,1 baño,31 m² útiles,"San Luis 6471, 7.9698e+06 - 7.9701..."
Espectacular Penthouse Pocuro Providencia,UF92,4 dormitorios,4 baños,385 m² útiles,"Avenida Hernando De Aguirre, Las L..."
"¡oportunidad! Metro Departamental 1d1b + Est, San Miguel",$300.000,1 dormitorio,1 baño,32 m² útiles,"Av. Departamental 927, San Miguel,..."
"Bello Dpto.  2d Y 1b + Estacionamiento, Metro Las Rejas",$350.000,2 dormitorios,1 baño,47 m² útiles,A Pasos De Av. Ecuador Y Av. Las R...
Estrena Depto 2d/1b En Ñuñoa Con Estac. Y Bodega Incluidos,$520.000,2 dormitorios,1 baño,43 m² útiles,"Virginio Arias 1200 - 1500, Juan G..."
50% Primer Mes! Metro Cerrillos 1d1b + Est Y Bdga,$190.000,1 dormitorio,1 baño,35 m² útiles,"Avenida Buzeta 4220, Cerrillos, Ch..."
"Departamento Nuevo, 1 Dormitorio 1 Baño.",$828.853,1 dormitorio,1 baño,55 m² útiles,"Avenida Pedro De Valdivia 2219, Pr..."
Metro Departamental /loft/ Excelente Estado/ 1d+1b+1e+1bod,$440.000,1 dormitorio,1 baño,33 m² útiles,"Primera Avenida 1510, San Miguel, ..."
Metro Santa Isabel/ Amoblado Y Equipado/ Excelente Estado,$390.000,1 dormitorio,1 baño,30 m² útiles,"Avenida Santa Isabel 77, Santiago,..."
"50% Rebajado Hasta Diciembre! Av. Portugal 1d1b + Est,  Stgo",$165.000,1 dormitorio,1 baño,36 m² útiles,"Avenida Portugal 900 - 1200, Barri..."
,$440.000,2 dormitorios,2 baños,50 m² útiles,Metro Ñuble - Dpto Mariposa 2d Y 2...
2 Dormitorios Tipo Mariposa Vista Despejada,$430.000,2 dormitorios,2 baños,38 m² útiles,"Metro San Miguel, El Llano, San Mi..."
,$850.000,4 dormitorios,3 baños,120 m² útiles,Dpto 120m2 4d 3b 1e 1b Sin Ascenso...
Amplio Depto Ainavillo,$850.000,4 dormitorios,3 baños,150 m² útiles,"Barros Arana Con Ainavillo, Barrio..."
Inmejorable/ Metro Hospitales / Impecable / Luminoso / 3d+1b,$360.000,3 dormitorios,1 baño,45 m² útiles,"C. El Molino 1845, Juan Antonio Rí..."
,$500.000,2 dormitorios,2 baños,55 m² útiles,Dpto 2d 2b 1e 1b Anibal Pinto A Pa...
,$300.000,1 dormitorio,1 baño,35 m² útiles,Se Arrienda Dpto Interior 1d1b - M...
Departamento Condominio Doña Esperanza,$500.000,3 dormitorios,1 baño,60 m² útiles,"Esperanza 451, La Leonera, Chiguay..."
Home Estudio Disponible Para Arriendo Inmediato,$360.000,1 dormitorio,1 baño,30 m² útiles,"Valle Escondido Paicavi, Concepción"
Arriendo Depto 2d-2b En Costa De Montemar/ Concón,$780.000,2 dormitorios,2 baños,75 m² útiles,"Calle De La Luna, Costas De Montem..."
,$330.000,1 dormitorio,1 baño,37 m² útiles,En Arriendo Lindo Depto 1d1b Av. L...
Departamentos Nuevos 1d/1b Jose Domingo Cañas Nuñoa,$505.000,1 dormitorio,1 baño,34 m² útiles,"Grecia, Metro Monseñor Eyzaguirre,..."
Depto. 1 D Nuevo A Estrenar Hospital Fach / Av Las Condes,UF20,1 dormitorio,1 baño,46 m² útiles,"Las Verbenas 8591, Alto Las Condes..."
Departamento 2d2b Osorno Oriente,$450.000,2 dormitorios,2 baños,72 m² útiles,"Los Arrieros 1955, Diego De Almagr..."
Se Arrienda Departamento En Condominio Puerto Andalué,$630.000,3 dormitorios,2 baños,80 m² útiles,"Av. Andalue 1480, San Pedro De La ..."
Lindo Dpto 2d+1b+barrio Yungay,$480.000,2 dormitorios,1 baño,64 m² útiles,"García Reyes 71, Barrio Yungay, Sa..."
Dpto 2d+1b+e+bga Barrio Yungay,$530.000,2 dormitorios,1 baño,64 m² útiles,"García Reyes 71, Barrio Yungay, Sa..."
Dpto 1 Dorm Metro Cerrillos,$300.000,1 dormitorio,1 baño,30 m² útiles,"Av. Buzeta 4460, Cerrillos, Parque..."
Dpto 1 Dorm A Pasos Metro C.del  Niño,$290.000,1 dormitorio,1 baño,28 m² útiles,"Gran Av. José Miguel Carrera 6250,..."
Departamento En Arriendo,$730.000,2 dormitorios,2 baños,61 m² útiles,Avda. Los Flamencos -avda. Frei Mi...
Departamento Ubicado En Condominio En El Sector Norte,$900.000,3 dormitorios,2 baños,78 m² útiles,Departamento Ubicado En Condominio...
,$1.000.000,3 dormitorios,2 baños,88 m² útiles,"Hornillas Esquina Bulnes, Punta Ar..."
Arriendo Departamento Condominio Natales,$900.000,2 dormitorios,2 baños,59 m² útiles,"Condominio Natales, Natales"
Condominio Mirador Del Bosque Ii Avda Frei - Los Flamencos,$800.000,2 dormitorios,2 baños,53 m² útiles,"Los Flamencos - Avda. Frei, Punta ..."
Depto. Semi Amoblado Mirador Del Bosque Ii,$870.000,2 dormitorios,1 baño,45 m² útiles,Los Flamencos- Avda. Frei Hospital...
Condominio Mirador Del Bosque I Avda Frei - Los Flamencos,UF18,2 dormitorios,1 baño,45 m² útiles,"Los Flamencos - Avda. Frei, Punta ..."
"Dpto. Estudio, Merced/ Mac Iver, De 22 M², No Paga Corretaje",$290.000,1 dormitorio,1 baño,22 m² útiles,"Merced 691, Centro Histórico De Sa..."
"Arriendo Depto Mariposa, 2 Suites, Amoblado, Metro Alcántara",$1.100.000,2 dormitorios,2 baños,78 m² totales,"Alcántara, Barrio El Golf, Las Con..."
Excelente Depto En San Joaquin 4 Dormitorios Y 4 Baños,$1.200.000,4 dormitorios,3 baños,160 m² útiles,"Enrique Molina Garmendia, La Seren..."
Arriendo Departamento 3 Dormitorios,$1.100.000,3 dormitorios,2 baños,105 m² útiles,"Av. Cerro Paranal 320, Coviefi, An..."
Arriendo Dpto Nuevo Semi Amoblado 3d1b+estac Briones Luco,$225.000,3 dormitorios,1 baño,55 m² útiles,"Briones Luco 600 - 900, Lo Ovalle,..."
Con Estacionamiento Recoleta Av Perú,$490.000,2 dormitorios,2 baños,58 m² útiles,"Av. Perú 981, Cerro Blanco, Recole..."
,$1.599.998,4 dormitorios,3 baños,121 m² útiles,"A Pasos De Rotonda Atenas, Rotonda..."
Departamento Monoambiente,$200.000,1 baño,23 m² útiles,No disponible,"Décima Avenida 927, Lo Vial, San M..."
Departamento En Arriendo De 2 Dorm. En La Florida,$450.000,2 dormitorios,1 baño,44 m² útiles,"Colombia Con Walker Martínez, Vice..."
Departamento Nuevo Amoblado (47120),$1.100.000,3 dormitorios,2 baños,83 m² útiles,"Departamento Amoblado, Excelente U..."
Departamento Central,$660.000,3 dormitorios,2 baños,110 m² útiles,"2 Ote. 1 - 300, Libertad, Viña Del..."
Departamento En Arriendo De 1 Dorm. En Ñuñoa,$390.000,1 dormitorio,1 baño,34 m² útiles,"Vicuña Mackenna / Irarrazaval, Met..."
Broker Costa Lilenes Amoblado 2d-2b-1est-1 Bod,$500.000,2 dormitorios,2 baños,70 m² útiles,"Av. Borgoño 20400 - 20700, Costas ..."
,UF26,2 dormitorios,2 baños,70 m² útiles,"Hermanos Cabot, Alto Las Condes, L..."
Arrienda Depto 1d1b1e1b Año Corrido Sin Muebles Placeres,$360.000,1 dormitorio,1 baño,32 m² útiles,"San Guillermo, Cerro Placeres, Val..."
Departamento (52252),$400.000,1 dormitorio,1 baño,40 m² útiles,"Hermoso, Lo Vial, San Miguel"
"Huertos Familiares San Pedro, Departamento 40m2, 2d 2b.",$490.000,3 dormitorios,2 baños,40 m² útiles,"Av. Las Margaritas 1680, Huertos F..."
Arriendo Departamento Santo Domingo,$280.000,1 dormitorio,1 baño,28 m² útiles,"Santo Domingo 736, Centro Históric..."
Calle  Santa Ester / Santa Rosa Condominio Departamento,$360.000,2 dormitorios,1 baño,50 m² útiles,"Sta. Ester 468, La Legua, San Joaq..."
Depto En Arriendo 3d 2b Vista Al Mar Excelente Ubicación,$950.000,3 dormitorios,2 baños,100 m² útiles,"Edmundo Eluchans, Reñaca, Viña Del..."
Arriendo Duplex On Patio Y Piscina Privada / Vitacura,$1.950.000,4 dormitorios,4 baños,160 m² útiles,"Pío Xi 900 - 1200, Pío Xi, Vitacura"
"Cómodo Y Acogedor Depto 2 Dorm 2 Baños Estac, Y Bodega Ñuñoa",$750.000,2 dormitorios,2 baños,55 m² útiles,"Capitán Orella 2825, Metro Ñuñoa, ..."
"Departamento De 84m2 Nataniel Cox, Santiago - Metro Parque A",$640.000,3 dormitorios,2 baños,81 m² útiles,"Nataniel Cox 331, Parque Almagro, ..."
Arriendo Depto 2d2b+e | Metro Pedrero,$430.000,2 dormitorios,2 baños,47 m² útiles,"Metro Pedrero, Metro Mirador, La F..."
4 Dorm+3 Baños; B.de La Pirámide - Impecable!! - D.inmediata,UF25,4 dormitorios,3 baños,98 m² útiles,"La Rinconada 930, 8580661 Santiago..."
¡25% Dcto! Pasos Metro Home Studio  [id: W4596],$150.000,1 dormitorio,1 baño,29 m² útiles,"Coronel Souper 4171, San Alberto H..."
Departamento En Arriendo En Las Condes,UF47,3 dormitorios,3 baños,140 m² útiles,"El Golf, Barrio El Golf, Las Condes"
"Amplio Departamento, Áreas Verdes Y Seguridad.",$1.900.000,4 dormitorios,4 baños,140 m² útiles,Costanera Sur S.j.e. De Balaguer 9...
Bonito Amplio Y Muy Luminoso Tipo Mariposa!!!,$660.000,2 dormitorios,2 baños,70 m² útiles,"José Luis Araneda 90, Metro Ñuñoa,..."
Virginio Arias / Portal Ñuñoa /nuevo,$520.000,2 dormitorios,1 baño,45 m² útiles,"Virginio Arias 1371, Juan Gómez Mi..."
Exclusivo Y Moderno Departamento,UF16,1 dormitorio,1 baño,38 m² útiles,"Puerta Del Sol 76, Metro Escuela M..."
"2 Dormitorios, Bajos Gastos Comunes, Excelente Ubicación",$360.000,2 dormitorios,1 baño,47 m² útiles,"Curicó 408, Santa Isabel, Santiago"
Impecable Y Luminoso Departamento Amoblado.,UF22,1 dormitorio,1 baño,35 m² útiles,"Sector Escuela Militar, Barrio El ..."
Bonito Y Luminoso Departamento!!!,$290.000,1 dormitorio,1 baño,40 m² útiles,"Carmen 297, Santa Isabel, Santiago"
Metro Mirador Hermoso Departamento En Arriendo Codxy10502,$245.000,2 dormitorios,2 baños,48 m² útiles,"Barcelona 160, Plaza Vespucio, La ..."
Encantador Departamento En Los Ciruelos Exclusivo Edificio,$1.400.000,3 dormitorios,3 baños,115 m² útiles,"Los Ciruelos 1800 - 2100, La Dehes..."
Arrienda Dpto 3d + 2b C/estac. - Metro Chile España,$940.000,3 dormitorios,2 baños,89 m² útiles,"José Domingo Cañas 2978, Plaza Ñuñ..."
Arrienda Dpto 3d + 3b C/estac - Colón / H. De Magallanes,$1.100.000,3 dormitorios,3 baños,134 m² útiles,"Bello Horizonte 979, Rotonda Atena..."
Exclusivo Departamento/ Plaza Perú/ El Golf,UF60,4 dormitorios,4 baños,210 m² útiles,"Enrique Foster 169, Barrio El Golf..."
Departamento Amplio En Condominio 4d+servicios El Golf,UF79,5 dormitorios,5 baños,218 m² útiles,"El Dante 4200 - 4500, Metro Escuel..."
Exclusivo Departamento Con Vista Al Club De Golf,UF100,4 dormitorios,4 baños,314 m² útiles,"Pdte. Riesco 4000, Barrio El Golf,..."
Precioso Departamento Parque Forestal/ Bellas Artes,UF60,4 dormitorios,4 baños,140 m² útiles,"Ismael Valdés Vergara 400, Centro ..."
M&k Arrienda Luminoso Depto Vista Lago Y Volcanes Frutillar,$750.000,3 dormitorios,2 baños,90 m² útiles,"Av. Philippi 883, Frutillar Bajo, ..."
Arrienda Excelente Dpto Estudio - Sector Metro Chile España,$460.000,1 dormitorio,1 baño,27 m² útiles,"Doctor Johow 995, Ñuñoa, Chile, Ju..."
Arrienda Dpto 2d + 2b C/estac - Portal La Reina,$870.000,2 dormitorios,2 baños,85 m² útiles,"Chiu Chiu 1819, Las Condes, Región..."
,$387.000,2 dormitorios,2 baños,45 m² útiles,2 Cuadras Del Metro Ciudad Del Niñ...
San Pablo Con San Martin,$250.000,1 dormitorio,1 baño,30 m² útiles,A 3 Cuadras Metro Santa Ana Centro...
Arrienda A Solo Pasos Del Metro Ñuble - Ñuñoa,$350.000,1 dormitorio,1 baño,27 m² útiles,"San Eugenio / Metro Ñuble, Parque ..."
Arrienda A Solo Pasos Del Metro Ñuble - Ñuñoa 3 Dormitorios,$650.000,3 dormitorios,2 baños,58 m² útiles,"San Eugenio / Metro Ñuble, Parque ..."
,$350.000,1 dormitorio,1 baño,34 m² útiles,"Cercano A Metro Irarrazabal, Barri..."
,$240.000,1 dormitorio,1 baño,25 m² útiles,"Av. Manuel Antonio Matta, Vicuña M..."
Frente Al Metro Cal  Y Canto,$250.000,1 dormitorio,1 baño,32 m² útiles,"Frente Al Metro Cal Y Canto, Centr..."
Arriendo Depto. Tocornal Cercano A Santa Isabel,$320.000,1 dormitorio,1 baño,34 m² útiles,"Manuel Antonio Tocornal 588, Santa..."
Se Arrienda Comodo Y Privado Depto En Barrio Torreones,$450.000,3 dormitorios,1 baño,54 m² útiles,"Nicolás 1750, Concepción, Chile, A..."
A Dos Cuadras Metro Irarrazaval,$310.000,1 dormitorio,1 baño,34 m² útiles,"Avenida Matta Con Vicuña Mackena, ..."
,$200.000,1 dormitorio,1 baño,23 m² útiles,"Radal Con Alameda, Metro Ecuador, ..."
Departamento En Arriendo En Concón,$650.000,2 dormitorios,2 baños,62 m² útiles,Av. Francisco Soza Esquina Las Cin...
Barrio Universitario Republica,$300.000,1 dormitorio,1 baño,32 m² útiles,"Avenida Españacon Gorbea, Barrio R..."
,$300.000,1 dormitorio,1 baño,32 m² útiles,"Lira Con Santa Isabel, Santa Isabe..."
Depto Santa Elena 1 Dorm + 1 Baño + Estac,$320.000,1 dormitorio,1 baño,30 m² útiles,"Santa Elena 1631, Santiago, Chile,..."
Metro Plaza Egaña Departamento Con Orientación Norte,$510.000,1 dormitorio,1 baño,34 m² útiles,"Javiera Carrera Nte. 1 - 300, Metr..."
Privilegiada Vista Y Orientación En Bosques De Montemar,$1.000.000,3 dormitorios,2 baños,96 m² útiles,"Av. Blanca Estela 2100 - 2400, Mon..."
"En Excelente Ubicación, Cercano A Metro",UF16,1 dormitorio,1 baño,35 m² útiles,"Escandinavia 300 - 600, Metro Manq..."
Hermoso Dpto Camino Cumbre De La Dehesa Uf 34,UF34,3 dormitorios,2 baños,90 m² útiles,"Cam. La Cumbre 4177, Lo Barnechea,..."
Amplio Dept Lastarria Parque Forestal $ 950.000,$950.000,4 dormitorios,3 baños,105 m² útiles,"Merced 1 - 300, Barrio Lastarria, ..."
Penthouse Barrio Financiero/plaza Peru,$2.300.000,7 dormitorios,5 baños,300 m² útiles,"Isidora Goyenechea, Las Condes, Ch..."
"Lastarria, Parque Forestal Hermoso Dept Amoblado $ 900.000",$900.000,3 dormitorios,2 baños,110 m² útiles,"Monjitas 1 - 300, Barrio Lastarria..."
Sector Isidora Goyenechea Depto Amoblado 35 Uf,UF35,1 baño,40 m² útiles,No disponible,"Glamis 3300 - 3600, Barrio El Golf..."
Amplio Dept En El Corazon De Providencia Uf 35,UF35,3 dormitorios,3 baños,135 m² útiles,"Av. Luis Thayer Ojeda 1 - 300, Met..."
,$830.000,3 dormitorios,2 baños,85 m² útiles,Se Arrienda Departamento Excelente...
Departamento Nuevo A Estrenar,$400.000,3 dormitorios,1 baño,56 m² útiles,"Ejercito Libertador, Sótero Del Rí..."
"Blanco Viel , San Miguel / Estacionamiento Y Bodega",$480.000,2 dormitorios,2 baños,60 m² útiles,"Ventura Blanco Viel 1200 - 1500, L..."
Departamento En El Golf Con Vista A Cerro San Luis,UF39,3 dormitorios,3 baños,140 m² útiles,"Presidente Riesco  Departamento, B..."
,UF24,1 dormitorio,1 baño,51 m² útiles,Fino Y Amplio Depto  De 1 Dorm. Po...
,$360.000,3 dormitorios,1 baño,55 m² útiles,Depto. 3dormitorios + Estacionam S...
Duplex Mar Jónico En Arriendo,UF38,2 dormitorios,2 baños,91 m² útiles,"Mar Jónico , Depto, Estadio Croata..."
Depto. 3dormitorios San Miguel / 2 Meses Gratis Gto Comun,$320.000,3 dormitorios,1 baño,45 m² útiles,Depto. 3dormitorios San Miguel / 2...
,$270.000,2 dormitorios,1 baño,43 m² útiles,Depto. 2dormitorios Independencia ...
1dormitorio Jose Pedro Alessandri 1620 Comuna Ñuñoa,$410.000,1 dormitorio,1 baño,33 m² útiles,Avenida Jose Pedro Alessandri 1620...
Depto 3 Dorm. + Estacionam / Colon Cisterna / Arriendo Full,$350.000,3 dormitorios,1 baño,45 m² útiles,Depto. 3 Dormitorios La Cisterna C...
Depto. 3 Dormitorios Arriendo Full / San Petersburgo,$290.000,3 dormitorios,1 baño,45 m² útiles,Depto. 3 Dormitorios San Petersbur...
,$200.000,1 dormitorio,1 baño,35 m² útiles,Depto. Estudio Con Bodega - Rodulf...
"Pedro De Valdivia, Lado Sanatorio Aleman",$580.000,2 dormitorios,2 baños,80 m² útiles,"Av. Pedro De Valdivia 787, Concepc..."
